paper:title,paper:doi,paper:research_field,orkg:P78000,orkg:P78001,orkg:P78002,orkg:P78003,orkg:P78005,orkg:P78006,orkg:P78007,orkg:P78008,orkg:P78009,orkg:P78010,orkg:P78011,orkg:P78012,orkg:P78013,orkg:P78014,orkg:P78015
Nahmias_2009_Pain_19822394.pdf,10.1016/j.pain.2009.09.016,R61,orkg:R254150,10,orkg:R254178,orkg:R254301,orkg:R254307,50.0,0.5,,,orkg:R254314,orkg:R254337,orkg:R254353,,orkg:R254369,site: right DLPFC
Nahmias_2009_Pain_19822394.pdf,10.1016/j.pain.2009.09.016,R61,orkg:R254150,10,orkg:R254178,orkg:R254301,orkg:R254307,50.0,0.5,,,orkg:R254314,orkg:R254337,orkg:R254353,,orkg:R254369,site: left M1
Pæ¯ter-Nerger_2009_JNeurophysiol_19726723.pdf,10.1152/jn.91046.2008,R61,orkg:R254150,1,orkg:R254178,orkg:R254301,orkg:R254307,50.0,5_10,,,orkg:R254310,orkg:R254339,orkg:R254353,,orkg:R254359,
Pæ¯ter-Nerger_2009_JNeurophysiol_19726723.pdf,10.1152/jn.91046.2008,R61,orkg:R254150,5,orkg:R254178,orkg:R254301,orkg:R254307,50.0,5_10,,,orkg:R254310,orkg:R254339,orkg:R254353,,orkg:R254359,
Rektor_2009_ParkinsonismRelatDisord_20083016.pdf,10.1016/S1353-8020(09)70788-6,R61,orkg:R254150,1,,,,,,,,,,,,,site: right inferior frontal cortex; sparse information
Rektor_2009_ParkinsonismRelatDisord_20083016.pdf,10.1016/S1353-8020(09)70788-6,R61,orkg:R254150,1,,,,,,,,,,,,,site: left DLPFC; sparse information
Rotenberg_2009_EpilepsyBehav_19747883.pdf,10.1016/j.yebeh.2009.08.010,R61,orkg:R254150,1,orkg:R254178,,,,,,,orkg:R254310,orkg:R254337,orkg:R254353,,,multiple stimulators
Rotenberg_2009_EpilepsyBehav_19747883.pdf,10.1016/j.yebeh.2009.08.010,R61,orkg:R254150,1,orkg:R254182,,,,,,70.0,orkg:R254310,orkg:R254337,orkg:R254353,,,multiple stimulators
Speer_2009_JAffectDisord_19027962.pdf,10.1016/j.jad.2008.10.006,R61,orkg:R254150,20,orkg:R254179,orkg:R254301,orkg:R254308,,5_10,,,,,,,,device information: not reported
Speer_2009_JAffectDisord_19027962.pdf,10.1016/j.jad.2008.10.006,R61,orkg:R254150,1,orkg:R254179,orkg:R254301,orkg:R254308,,5_10,,,,,,,,device information: not reported
Stinear_2009_BrainStimul_20633415.pdf,10.1016/j.brs.2009.01.001,R61,orkg:R254175,,orkg:R254177,orkg:R254301,orkg:R254307,100.0,4_8,0.05,,orkg:R254311,orkg:R254325,orkg:R254353,,,
Stinear_2009_BrainStimul_20633415.pdf,10.1016/j.brs.2009.01.001,R61,orkg:R254154,,orkg:R254177,orkg:R254301,orkg:R254307,100.0,4_8,0.05,,orkg:R254311,orkg:R254325,orkg:R254353,,,
Thompson_2009_HumBrainMapp_19224619.pdf,10.1002/hbm.20736,R61,orkg:R254150,1,orkg:R254181,,,,,,,orkg:R254311,orkg:R254340,orkg:R254353,70,orkg:R254364,site: striate cortex; coil_siz: 2 * 70 mm active surface
Thompson_2009_HumBrainMapp_19224619.pdf,10.1002/hbm.20736,R61,orkg:R254150,1,orkg:R254181,,,,,,,orkg:R254311,orkg:R254340,orkg:R254353,70,orkg:R254364,site: extrastriate cortex; coil_siz: 2 * 70 mm active surface
vanDijk_2009_MovDisord_19224604.pdf,10.1002/mds.22462,R61,orkg:R254150,5,orkg:R254178,orkg:R254301,orkg:R254307,50.0,5_10,,,orkg:R254310,orkg:R254323,orkg:R254353,60,,site: motor
vanDijk_2009_MovDisord_19224604.pdf,10.1002/mds.22462,R61,orkg:R254150,5,orkg:R254178,orkg:R254301,orkg:R254307,50.0,5_10,,,orkg:R254310,orkg:R254323,orkg:R254353,60,,site: parietal
