paper:title,paper:doi,paper:research_field,orkg:P78000,orkg:P78001,orkg:P78002,orkg:P78003,orkg:P78005,orkg:P78006,orkg:P78007,orkg:P78008,orkg:P78009,orkg:P78010,orkg:P78011,orkg:P78012,orkg:P78013,orkg:P78014,orkg:P78015
Beynel_2020_JNeurosci_32690618.pdf,10.1523/JNEUROSCI.0531-20.2020,R61,orkg:R254150,5,,,,,,,,orkg:R254314,orkg:R254337,orkg:R254353,,orkg:R254373,
Ciminelli_2020_EarHear_32639254.pdf,10.1097/AUD.0000000000000908,R61,orkg:R254150,10,orkg:R254178,orkg:R254301,orkg:R254307,,5_10,,,orkg:R254321,orkg:R254350,orkg:R254353,,orkg:R254369,protocol: sequential bilateral; site left DMPFC
Ciminelli_2020_EarHear_32639254.pdf,10.1097/AUD.0000000000000908,R61,orkg:R254150,10,orkg:R254178,orkg:R254301,orkg:R254307,,5_10,,,orkg:R254321,orkg:R254350,orkg:R254353,,orkg:R254369,protocol: sequential bilateral; site right DMPFC
Dalton_2020_IntJEatDisord_32309882.pdf,10.1002/eat.23267,R61,orkg:R254150,10,orkg:R254179,,,,,,,orkg:R254311,orkg:R254325,,70,orkg:R254364,
Filipcic_2020_EurArchPsychiatryClinNeurosci_32449010.pdf,10.1007/s00406-020-01141-y,R61,orkg:R254150,18,orkg:R254179,,,,,,,orkg:R254311,orkg:R254340,orkg:R254356,,orkg:R254378,
Fitzgerald_2020_BrainStimul_31477542.pdf,10.1016/j.brs.2019.08.013,R61,orkg:R254175,,orkg:R254178,,,,,,,orkg:R254314,orkg:R254323,orkg:R254353,,,site: left DLFPC
Fitzgerald_2020_BrainStimul_31477542.pdf,10.1016/j.brs.2019.08.013,R61,orkg:R254150,10,orkg:R254178,,,,,,,orkg:R254314,orkg:R254323,orkg:R254353,,,site: left DLFPC
Gãeken_2020_SchizophrResCogn_32714846.pdf,10.1016/j.scog.2020.100183,R61,orkg:R254150,20,orkg:R254179,orkg:R254301,orkg:R254307,50.0,5_10,,,orkg:R254311,,orkg:R254353,,,site: sequential bilateral DLFPC
Iwanski_2020_NeuroRehabilitation_32039875.pdf,10.3233/NRE-192951,R61,orkg:R254150,1,orkg:R254178,MTAT_PEST,,,,,,orkg:R254311,orkg:R254325,orkg:R254353,70,orkg:R254364,site: left angular gyrus
Kantak_2020_NeurosciLett_31931032.pdf,10.1016/j.neulet.2020.134751,R61,orkg:R254150,5,orkg:R254178,orkg:R254301,orkg:R254307,50.0,5_10,,,orkg:R254311,orkg:R254325,orkg:R254353,,orkg:R254364,site; M1
Kaulmann_2020_PLoSOne_32615583.pdf,10.1371/journal.pone.0233988,R61,orkg:R254154,,orkg:R254178,orkg:R254301,orkg:R254307,50.0,,,,orkg:R254316,,,PMD70-pCool,,th_start: staircase method 
Kaur_2020_BrainStimul_32205066.pdf,10.1016/j.brs.2020.03.002,R61,orkg:R254150,10,orkg:R254178,CITE,orkg:R254307,,,,,orkg:R254310,orkg:R254323,orkg:R254353,70,,site: F3
Kaur_2020_BrainStimul_32205066.pdf,10.1016/j.brs.2020.03.002,R61,orkg:R254150,10,orkg:R254178,CITE,orkg:R254307,,,,,orkg:R254310,orkg:R254323,orkg:R254353,70,,site: FC3
Kaur_2020_BrainStimul_32205066.pdf,10.1016/j.brs.2020.03.002,R61,orkg:R254150,1,orkg:R254178,CITE,orkg:R254307,,,,,orkg:R254310,orkg:R254323,orkg:R254353,70,,"multiple sites: at 4 locations (main) F3, FC3, F4, FC4 and C4"
Khedr_2020_RestorNeurolNeurosci_31815705.pdf,10.3233/RNN-190956,R61,orkg:R254150,20,orkg:R254178,,,,,,,,,orkg:R254353,90,,protocol: bilateral sequential; site: left hand area of the motor cortex
Khedr_2020_RestorNeurolNeurosci_31815705.pdf,10.3233/RNN-190956,R61,orkg:R254150,20,orkg:R254178,,,,,,,,,orkg:R254353,90,,protocol: bilateral sequential; site: right hand area of the motor cortex
Koch_2020_Neuroimage_31794855.pdf,10.1016/j.neuroimage.2019.116424,R61,orkg:R254154,,orkg:R254177,orkg:R254301,orkg:R254307,200.0,5_10,0.1,,orkg:R254311,orkg:R254325,orkg:R254353,70,,
Koch_2020_Neuroimage_31794855.pdf,10.1016/j.neuroimage.2019.116424,R61,orkg:R254175,,orkg:R254177,orkg:R254301,orkg:R254307,200.0,5_10,0.1,,orkg:R254311,orkg:R254325,orkg:R254353,70,,
Mahoney_2020_ExpClinPsychopharmacol_31647279.pdf,10.1037/pha0000289,R61,orkg:R254150,10,orkg:R254178,,,,,,,orkg:R254313,orkg:R254347,,,,
Matsugi_2020_FrontNeurosci_32410952.pdf,10.3389/fnins.2020.00388,R61,orkg:R254150,1,orkg:R254182,,,,,,50.0,orkg:R254310,orkg:R254351,orkg:R254353,,orkg:R254359,
Merchant_2020_Brain_32428227.pdf,10.1093/brain/awaa138,R61,orkg:R254154,,orkg:R254178,orkg:R254301,orkg:R254307,50.0,5_10,,,orkg:R254311,orkg:R254340,,,orkg:R254379,coil_siz: implausible value
Nursey_2020_MilMed_32601710.pdf,10.1093/milmed/usaa149,R61,orkg:R254175,,orkg:R254178,CITE,,,,,,orkg:R254321,orkg:R254352,,,,protocol: sequential bilateral protocol; site: left DLPFC
Nursey_2020_MilMed_32601710.pdf,10.1093/milmed/usaa149,R61,orkg:R254175,,orkg:R254178,CITE,,,,,,orkg:R254321,orkg:R254352,,,,protocol: sequential bilateral protocol; site: right DLPFC
Walther_2020_SchizophrBull_31634401.pdf,10.1093/schbul/sbz078,R61,orkg:R254175,,orkg:R254178,,,,,,,orkg:R254310,orkg:R254341,orkg:R254353,,,site: left IFG 
Walther_2020_SchizophrBull_31634401.pdf,10.1093/schbul/sbz078,R61,orkg:R254154,,orkg:R254178,,,,,,,orkg:R254310,orkg:R254341,orkg:R254353,,,site: right IPL
Wang_2020_FrontNeurosci_32265624.pdf,10.3389/fnins.2020.00186,R61,orkg:R254150,1,orkg:R254178,orkg:R254301,orkg:R254307,50.0,5_10,,,orkg:R254311,orkg:R254340,orkg:R254353,70,,
Wang_2020_FrontNeurosci_32265624.pdf,10.3389/fnins.2020.00186,R61,orkg:R254150,10,orkg:R254178,orkg:R254301,orkg:R254307,50.0,5_10,,,orkg:R254311,orkg:R254325,orkg:R254353,70,,
Yoo_2020_FrontHumNeurosci_32256324.pdf,10.3389/fnhum.2020.00063,R61,orkg:R254154,,orkg:R254177,orkg:R254301,orkg:R254308,,0.5,0.2,,orkg:R254310,orkg:R254323,,,,protocol: the triplet repetition rate was approximately 4.17 Hz instead of 5 Hz
Yu_2020_FrontNeurosci_32670006.pdf,10.3389/fnins.2020.00576,R61,orkg:R254175,,orkg:R254178,orkg:R254301,orkg:R254307,50.0,5_10,,,,,,,,"group: 1, 3 iTBS w/o ISI; device: described for single pulse TMS only - O.SELF company"
Yu_2020_FrontNeurosci_32670006.pdf,10.3389/fnins.2020.00576,R61,orkg:R254175,,orkg:R254178,orkg:R254301,orkg:R254307,50.0,5_10,,,,,,,,"group: 2, 3 iTBS w 10 min ISI; device: described for single pulse TMS only  - O.SELF company"
Yu_2020_FrontNeurosci_32670006.pdf,10.3389/fnins.2020.00576,R61,orkg:R254175,,orkg:R254178,orkg:R254301,orkg:R254307,50.0,5_10,,,,,,,,"group: 3, 3 iTBS w 30 min ISI; device: described for single pulse TMS only  - O.SELF company"
